Site_Name,Site_Type,Latin_Name,Common,Year,PctFreq,Ave_Cov,Invasive,Protected,X_Coord,Y_Coord
RAM-05,RAM,Utricularia cornuta,horned bladderwort,2012,50,0.02,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Utricularia cornuta,horned bladderwort,2017,75,4.6,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Vaccinium angustifolium,lowbush blueberry,2012,50,0.1,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Vaccinium angustifolium,lowbush blueberry,2017,75,0.22,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Vaccinium corymbosum,highbush blueberry,2017,50,0.1,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Vaccinium corymbosum,highbush blueberry,2012,50,0.08,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Vaccinium oxycoccos,small cranberry,2017,100,0.28,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Vaccinium oxycoccos,small cranberry,2012,100,0.04,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Vaccinium vitis-idaea,lingonberry,2017,25,0.02,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Viburnum nudum var. cassinoides,northern wild raisin,2017,100,0.84,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Viburnum nudum var. cassinoides,northern wild raisin,2012,100,63,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Xyris montana,northern yellow-eyed-grass,2017,50,0.44,FALSE,FALSE,553186.04,4899764.18
RAM-05,RAM,Xyris montana,northern yellow-eyed-grass,2012,50,1.24,FALSE,FALSE,553186.04,4899764.18
